ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
壬子(임자),癸卯(계묘),92,청량 비주얼 커플,"거대한 바다 임자(壬子)와 귀여운 수초 계묘(癸卯)가 만난 '워터풀' 시너지! 임자의 묵직한 카리스마를 계묘의 말랑한 감성이 부드럽게 녹여주는 텐션 세계관이 미쳤어요. 서로의 에너지가 자연스럽게 흐르며 감수성을 자극하니, 함께 있는 것만으로도 힐링되는 소울메이트 각입니다.",감성 카페에서 서로 사진 찍어주느라 시간 가는 줄 모르는 힙한 바이브! 섬세한 대화가 끊이지 않는 몽글몽글한 연애 스타일이에요.,"가끔은 서로의 고집이 충돌할 수 있지만, '맛있는 거 먹기' 한 번이면 사르르 풀리는 성장형 케미니 걱정 마세요!","플라워 원데이 클래스, LP 카페 투어",2026-03-07 07:38:50
壬子(임자),戊申(무신),95,갓벽한 시너지,파워풀한 바다 임자(壬子)와 스마트한 대지 무신(戊申)이 만난 역대급 '금생수' 텐션! 무신의 이성적인 가이드가 임자의 폭발적인 에너지를 갓벽하게 서포트해주니 시너지가 미쳤어요. 서로가 서로의 포텐을 터뜨려주는 운명적 조합이라 함께 있으면 세상 다 가진 기분일 걸요? 찐사랑 소울메이트 각입니다.,대화가 끊이지 않는 지적인 티키타카 바이브! 같이 취미를 공유하거나 새로운 맛집을 격파할 때 텐션이 폭발하는 스타일이에요.,둘 다 에너지가 넘쳐서 가끔은 휴식이 필요해요! 가만히 서로를 바라보는 '멍 때리기' 타임만 가져도 관계가 더 쫀쫀해지는 성장형 케미!,"전시회 오픈런, 힙한 팝업스토어, 야경 드라이브",2026-03-07 07:39:36
壬子(임자),癸丑(계축),92,블랙홀 케미,임자(壬子)의 깊은 바다와 계축(癸丑)의 촉촉한 땅이 만난 역대급 ‘딥’한 세계관이에요! 두 분 다 수(水) 기운이 빵빵해서 말하지 않아도 통하는 소울메이트 각! 한 번 빠지면 헤어 나올 수 없는 묘한 중독성이 특징이에요. 서로의 감정을 스펀지처럼 흡수하는 텐션이라 정서적 유대감이 미쳤습니다.,둘만 아는 아지트에서 새벽까지 수다 떠는 몽글몽글한 바이브! 화려한 곳보다 우리만의 감성이 담긴 곳에서 찐사랑을 확인하는 타입이에요.,"가끔은 속마음을 ‘나노 단위’로 공유해 보세요! 워낙 말 안 해도 잘 통하니까 말수가 줄어들 수 있는데, 적극적인 표현이 더해지면 시너지 폭발!","심야 드라이브, 전시회 관람, 칵테일 바",2026-03-07 07:40:24
壬子(임자),戊午(무오),88,다이나믹 케미,차가운 바다와 뜨거운 화산이 만난 역대급 '불과 물'의 시너지! 임자의 쿨한 바이브와 무오의 핫한 에너지가 부딪히며 발생하는 텐션이 미쳤어요. 서로 다른 극이 끌리는 법칙 아시죠? 서로의 세계관을 확장해 주는 자극적인 성장형 커플이라 지루할 틈이 없는 찐사랑 각입니다!,롤러코스터 같은 스릴과 열정이 공존하는 바이브! 한쪽이 차분하게 잡아주면 다른 쪽이 텐션을 높여주는 밀당 천재들의 연애 스타일이에요.,서로의 강한 에너지를 리스펙트해 주는 센스! 각자의 독립적인 시간을 쿨하게 인정해주면 연애 만족도가 수직 상승할 거예요.,"팝업 스토어 투어, 페스티벌, 테마파크",2026-03-07 07:41:19
壬子(임자),癸亥(계해),95,심해어 케미,이거 완전 '물 만난 물고기' 조합 아닌가요? 임자(壬子)의 거대한 파도와 계해(癸亥)의 끝없는 바다가 만나 하나의 거대한 우주를 이뤘어요! 수(水) 에너지가 풀충전된 조합이라 말 한마디 없이 눈빛만 봐도 서로의 감정을 스캔해버리는 텔레파시 텐션이 미쳤습니다. 둘만의 세상이 너무 확고해서 남들이 끼어들 틈이 없는 찐 소울메이트 각!,새벽 감성 터지는 플리 공유하면서 깊은 대화 나누는 바이브! 세상 쿨해보여도 둘이 있으면 누구보다 말랑해지는 딥러닝 연애 스타일이에요.,둘 다 생각이 너무 깊어질 땐 환기가 필요해요! 가끔은 야외에서 몸을 움직이며 에너지를 발산하면 관계가 더 프레시해질 거예요.,"아쿠아리움, LP 바, 심야 영화 정주행",2026-03-07 07:42:11
癸丑(계축),戊辰(무진),89,자석형 커플,촉촉한 안개 같은 계축과 듬직한 대지 무진의 만남! 명리학 찐조합인 '무계합' 텐션이라 서로에게 자석처럼 끌리는 시너지가 미쳤어요. 계축의 섬세함을 무진이 든든하게 품어주는 구조라 정서적 안정감이 대박! 서로 다른 매력이 톱니바퀴처럼 맞물리는 세계관 최강자 커플입니다.,겉으로는 쿨해 보여도 둘이 있으면 세상 달달한 반전 바이브! 서로의 커리어를 존중하면서도 챙길 건 다 챙겨주는 '어른 연애'의 정석 스타일이에요.,둘 다 고집이 살짝 있는 편이라 가끔은 '져주는 게 이기는 것'이라는 마인드 셋! 유연한 대화 한 스푼만 더하면 찐사랑 모드 유지 가능해요.,"프라이빗 다이닝, 도자기 원데이 클래스, 호캉스",2026-03-07 07:42:52
癸丑(계축),癸酉(계유),94,착붙 찰떡 케미,"섬세한 이슬비 같은 두 사람이 만나 감성이 파도치는 역대급 시너지! 유(酉)금과 축(丑)토가 만나 금(金)의 기운을 뿜어내니, 서로를 끌어당기는 인력이 장난 아니에요. 말하지 않아도 서로의 무드를 단번에 캐치하는 텔레파시 급 소울메이트 각! 서로의 부족함을 완벽하게 메워주는 갓벽한 밸런스를 자랑합니다.",조용하지만 강한 텐션! 세련된 카페에서 책을 읽거나 전시를 보며 깊은 대화를 나누는 지적인 '꾸안꾸' 바이브의 연애 스타일이에요.,가끔은 너무 속이 깊어서 고민을 혼자 안고 갈 수 있어요! 서로에게 작은 TMI라도 공유하며 감정을 플렉스하면 관계가 더 쫀득해질 거예요.,"편집샵 투어, 와인 바, 미술관 데이트",2026-03-07 07:43:43
癸丑(계축),戊寅(무인),82,운명적 끌림,무계(戊癸) 합으로 묶인 운명적 텐션! 계축의 촉촉한 감성과 무인의 듬직한 산맥이 만나 서로의 부족한 부분을 갓벽하게 채워주는 성장형 케미예요. 무인의 리더십에 계축의 센스가 더해지니 시너지 미쳤다! 서로의 가치관을 존중하며 함께 미래를 그려나가는 '갓생' 커플의 정석을 보여주네요.,무인이 리드하고 계축이 세심하게 챙겨주는 갓벽 밸런스! 힙한 핫플레이스보다는 자연이 어우러진 곳에서 힐링하며 서로의 속마음을 깊게 나누는 '스테이케이션' 바이브예요.,둘 다 자기 주관이 뚜렷한 '자만추' 스타일이라 가끔은 유연한 소통 한 스푼! 서로의 고집을 귀여운 개성으로 봐주면 찐사랑 모드 영원할 각!,"숲뷰 카페투어, 글램핑, 산책로 데이트",2026-03-07 07:44:31
癸丑(계축),癸未(계미),85,성장형 커플,"차가운 겨울비 계축과 따뜻한 여름비 계미가 만난 '단짠단짠' 텐션! 같은 계수(癸) 일간이라 소울메이트처럼 말이 잘 통하는데, 서로 다른 계절의 에너지를 품고 있어 서로의 부족한 온도를 채워주는 시너지가 미쳤다! 서로를 거울처럼 비춰주며 함께 레벨업하는 갓생 커플의 세계관을 보여주네요.",감성 터지는 밤산책이나 조용한 루프탑에서 딥토크하는 바이브! 겉으로는 평온해 보여도 둘 사이엔 보이지 않는 불꽃 밀당이 오가는 고단수 연애 스타일이에요.,가끔 의견이 갈릴 땐 '다름'을 '매력'으로 리프레임하기! 서로의 고집을 귀엽게 봐주는 여유 한 스푼만 더하면 찐사랑 모드 유지 완료!,"심야 드라이브, 감성 LP바, 불멍 캠핑",2026-03-07 07:45:23
癸丑(계축),戊子(무자),98,자석형 커플,무계(戊癸) 합과 자축(子丑) 합이 동시에 터지는 역대급 '쌍합' 유니버스! 서로가 서로를 끌어당기는 인력이 미쳤어요. 계축의 시크한 감성을 무자가 듬직하게 품어주니 시너지 폭발! 말 안 해도 통하는 텔레파시 텐션 덕분에 '너 나야?' 소리가 절로 나오는 찐사랑 소울메이트 각입니다.,겉으로는 쿨한 척해도 둘만 있으면 세상 달달한 꿀 바이브! 안정감이 대박이라 같이만 있어도 충전되는 힐링 연애의 정석이에요.,"서로 너무 편해서 표현을 생략하면 섭섭할 수 있어요! '고마워', '예쁘다' 같은 달콤한 멘트 한 스푼만 추가하면 연애 지수 만렙!","호캉스, 프라이빗 영화관, 와인 바",2026-03-07 07:46:06
癸丑(계축),癸巳(계사),92,찐 시너지 커플,"차분한 빗물 같은 계축과 세련된 안개 같은 계사가 만났네요! 같은 수(水) 기운이라 말 안 해도 통하는 텔레파시가 미쳤어요. 계축의 묵직한 추진력을 계사의 유연함이 완벽하게 서포트해주는 구조예요. 서로의 빈틈을 감각적으로 채워주니 함께 있을 때 자신감이 뿜뿜하는, 그야말로 서로가 서로에게 '갓생 메이트'가 되어주는 운명적 흐름입니다.",겉으로는 쿨내 진동하지만 둘만 있으면 세상 다정한 반전 매력! 계획적인 데이트를 즐기면서도 서로의 감정을 섬세하게 읽어주는 고지능 연애 바이브예요.,가끔은 서로의 깊은 속마음을 '직진'해서 표현해 보세요! 가끔은 텐션을 높여서 감정을 쏟아내는 것이 두 사람의 세계관을 더 단단하게 만드는 꿀팁이 될 거예요.,"호캉스, 전시회 투어, 심야 드라이브",2026-03-07 07:46:53
癸丑(계축),戊戌(무술),88,자석형 커플,차분한 빗물 같은 계축과 든든한 태산 같은 무술의 만남! '무계합' 텐션이 폭발해서 서로에게 블랙홀처럼 끌리는 소울메이트 각이에요. 계축의 섬세함을 무술이 넓은 가슴으로 다 받아주니 심리적 안정감이 미쳤습니다. 서로 다른 에너지가 만나 새로운 세계관을 창조하는 파워풀한 시너지를 보여주는 궁합이에요.,겉으로는 쿨한데 속은 끈끈한 '겉바속촉' 연애! 화려한 곳보다 우리만의 아지트에서 딥한 대화를 나누며 서로의 가치관을 공유하는 진중한 데이트 바이브예요.,둘 다 고집이 은근 있어서 '기싸움 챌린지'가 될 수도? 먼저 '오늘 점심 뭐 먹을까?' 하고 말 걸어주는 유연함만 장착하면 갓벽한 찐사랑 완성입니다!,"LP 바 청음, 도자기 공방, 야간 산책",2026-03-07 07:47:39
癸丑(계축),癸卯(계묘),95,힐링 시너지,촉촉한 단비 같은 두 분의 만남! 계축의 묵직한 카리스마를 계묘의 말랑한 감성이 사르르 녹여주는 조합이에요. 서로 같은 '수(水)' 기운이라 눈빛만 봐도 '너 내 맘 알지?' 소리가 절로 나오는 텔레파시 급 케미 폭발! 계묘의 창의적인 에너지가 계축의 실행력과 만나면 인생 갓생 살기 쌉가능한 소울메이트 각입니다.,포근하고 몽글몽글한 구름 위 데이트 바이브! 자극적인 것보다 서로의 일상을 공유하며 소확행을 즐기는 힐링 그 자체인 연애 스타일이에요.,둘 다 속마음을 꽁꽁 숨기면 '고구마 텐션'이 될 수 있어요! '나 지금 이래서 서운해'라고 귀엽게 직진 표현만 해주면 찐사랑 모드 유지 완료!,"식물원 카페, 인생네컷, 다이어리 꾸미기",2026-03-07 07:48:27
癸丑(계축),戊申(무신),89,자석형 커플,차분한 빗물 계축과 힙한 바위 무신이 만난 '무계합' 텐션! 서로 자석처럼 끌어당기는 에너지가 미쳤어요. 계축의 묵직한 카리스마를 무신의 재치 있는 바이브가 완벽하게 서포트해주니 함께 있으면 세상 무서울 게 없는 무적의 조합! 서로의 다름이 오히려 힙한 매력으로 다가오는 갓벽한 시너지 세계관입니다.,지적이면서도 장난기 가득한 어른 연애 스타일! 딥한 대화를 나누다가도 갑자기 텐션 올라서 핫플 뿌수러 가는 반전 매력의 데이트 바이브예요.,가끔 서로의 고집이 맞붙을 땐 '누가 더 잘났나' 대결 대신 '누가 더 귀엽나' 배틀로 승화해 보세요! 유연함 한 스푼이면 찐사랑 유지 가능!,"루프탑 바, 팝업 스토어, 테니스 데이트",2026-03-07 07:49:22
癸丑(계축),癸丑(계축),82,거울형 커플,"똑같은 에너지의 두 사람이 만난 역대급 '도플갱어 텐션'! 계축 특유의 쿨하면서도 묵직한 카리스마가 서로를 비추는 거울 같아요. 굳이 말하지 않아도 서로의 속마음을 100% 동기화하는 소울메이트 각! 같은 결의 에너지가 만나니까 안정감이 미쳤고, 함께 있으면 세상 누구보다 든든한 내 편이 생긴 기분일 거예요.",말 한마디 없이 눈빛만으로 소통 가능한 텔레파시 연애! 차분하게 맛집 뿌수고 조용한 곳에서 딥한 대화 나누는 힙하고 진중한 데이트 바이브예요.,둘 다 고집이 만만치 않아서 한 번 고구마 먹으면 답답할 수 있어요! 먼저 '오늘 뭐 먹을까?' 하고 선톡 날리는 센스만 장착하면 찐사랑 시너지 폭발!,"프라이빗 영화관, 심야 드라이브, 오마카세",2026-03-07 07:50:07
癸丑(계축),戊午(무오),94,운명적 끌림,"차분한 빗물 계축과 핫한 태양 무오가 만난 '무계합' 텐션! 서로 정반대의 에너지라 오히려 자석처럼 강력하게 끌리는 소울메이트 각이에요. 무오의 화끈한 열정이 계축의 차가움을 사르르 녹여주니, 함께 있으면 서로의 부족한 2%가 채워지는 미친 시너지가 폭발합니다. 한 번 빠지면 헤어나올 수 없는 블랙홀 같은 궁합!","냉정과 열정 사이를 오가는 드라마틱한 바이브! 무오가 리드하고 계축이 섬세하게 챙겨주는 '갓벽한' 밸런스로, 남들 시선 신경 안 쓰는 당당한 연애 스타일이에요.",둘 다 에너지가 강해서 가끔 '솔직함 챌린지'가 과해질 수 있어요! 서로의 감정 온도를 조금씩만 맞춰주는 배려 한 스푼이면 찐사랑 유지 쌉가능!,"불멍 캠핑, 핫플 바 투어, 재즈 공연",2026-03-07 07:50:46
癸丑(계축),癸亥(계해),85,심해어 케미,차분한 빗물 계축과 거대한 바다 계해가 만난 '올 블루' 텐션! 같은 수(水) 기운이라 말 안 해도 서로의 감정 주파수를 찰떡같이 읽어내는 소울메이트 각이에요. 계축의 묵직한 카리스마와 계해의 유연한 에너지가 만나면 그 어떤 파도도 두렵지 않은 무적의 시너지 미쳤다! 서로의 깊은 내면을 가장 잘 이해해주는 찐사랑 세계관입니다.,차분하면서도 몽환적인 감성 연애! 시끌벅적한 곳보다 우리만의 감성이 담긴 아지트에서 딥하게 소통하는 칠(chill)한 데이트 바이브예요.,둘 다 생각이 너무 깊어지면 '잠수 모드'가 될 수 있어요! 그럴 땐 귀여운 이모티콘으로 먼저 톡 하나 날려주는 센스만 있으면 갓벽한 관계 유지 가능!,"수족관 방문, 비 오는 날 와인 바, 넷플릭스 정주행",2026-03-07 07:51:45
甲寅(갑인),戊辰(무진),86,파워 갓생 커플,쭉 뻗은 대나무 같은 갑인과 단단한 대지 무진이 만난 '에너지 대폭발' 조합! 갑인의 추진력을 무진의 넓은 품이 갓벽하게 받아주니 시너지 미쳤다! 서로 자극을 주며 성장하는 텐션 세계관이라 함께 있으면 성공 가도 달리는 소울메이트 각이에요. 서로의 존재만으로도 든든한 커리어와 사랑을 다 잡는 파워풀한 궁합!,"화끈하고 시원시원한 직진 연애! 숨김없이 솔직하게 표현하고, 역동적인 액티비티를 즐기며 스트레스 날리는 힙한 데이트 바이브예요.",둘 다 리더 기질이 넘쳐서 가끔 '주도권 챌린지'가 열릴 수 있어요! '오늘은 네가 대장'이라며 한 번씩 져주는 유연함만 있으면 찐사랑 유지 가능!,"한강 러닝, 테니스, 핫플 팝업 스토어",2026-03-07 07:52:35
甲寅(갑인),癸酉(계유),88,갓생 시너지 커플,든든한 대지 위 거목(甲寅)과 촉촉한 단비(癸酉)가 만난 격! 갑인의 파워풀한 에너지를 계유의 섬세함이 서포트해 주니 시너지가 미쳤어요. 계유가 센스 있게 길을 터주면 갑인이 거침없이 직진하는 환상의 티키타카! 서로의 부족한 텐션을 채워주는 갓벽한 보완재 관계라 할 수 있죠.,갑인의 리드와 계유의 센스가 만나 힙하고 쿨한 바이브가 흘러요. 계획적인 데이트보다는 그때그때 꽂히는 핫플을 도장 깨기 하는 활동적인 스타일!,갑인의 넘치는 열정과 계유의 시크함이 부딪힐 땐 잠시 각자의 시간을 존중해 주기! 서로의 속도 차이를 인정하면 세상 어디에도 없는 든든한 내 편이 될 거예요.,"팝업스토어 투어, 루프탑 바, 전시회 관람",2026-03-07 07:53:25
甲寅(갑인),戊寅(무인),82,파워 성장 커플,거대한 나무(甲)와 웅장한 산(戊)이 만난 역대급 스케일! 둘 다 '인(寅)'이라는 호랑이 기운을 품고 있어 텐션이 아주 저세상급이에요. 갑인의 추진력을 무인의 든든한 포용력이 받아주니 함께 있으면 세상 못 할 일이 없는 무적의 시너지! 서로의 야망을 리스펙하며 함께 갓생 살기 딱 좋은 소울메이트 각입니다.,누구 하나 뒤처지지 않는 당당한 커플 바이브! 핫플 웨이팅도 즐거운 챌린지로 만드는 에너지가 넘쳐요. 서로의 성장을 응원하는 쿨하고 힙한 연애 스타일입니다.,둘 다 에너지가 넘치다 보니 가끔은 주도권 밀당이 생길 수 있어요! 그럴 땐 '오히려 좋아' 마인드로 한 번씩 번갈아 가며 대장 해주기 약속! 이것만 지키면 찐사랑 확정입니다.,"등산 크루 활동, 러닝 데이트, 자기계발 원데이클래스",2026-03-07 07:54:18
甲寅(갑인),癸未(계미),92,단짠 힐링 케미,"파워 당당한 거목 갑인과 촉촉하고 따뜻한 대지 계미의 만남! 갑인의 불도저 같은 추진력을 계미의 유연한 감성이 부드럽게 감싸주는 갓벽한 밸런스예요. 계미의 섬세한 터치가 갑인의 에너지를 정점으로 끌어올리니, 서로의 세계관이 확장되는 미친 시너지를 경험하게 될 거예요. 찐사랑 각 제대로 섰습니다!","갑인의 리드에 계미가 센스 있게 맞춰주는 몽글몽글한 분위기! 낮에는 힙한 핫플에서 텐션 높이고, 밤에는 깊은 대화로 감성 충전하는 로맨틱 가득한 데이트 바이브예요.",갑인의 직진 본능이 가끔 계미의 조용한 시간을 침범할 수 있어요. 서로의 템포 차이를 리스펙하며 '따로 또 같이' 폼 미친 배려를 보여준다면 장기 연애 무조건 가능!,"한강 피크닉, 식물원 데이트, LP바",2026-03-07 07:55:09
甲寅(갑인),戊子(무자),85,갓생 메이트,"거침없이 뻗어 나가는 갑인과 그 아래를 묵묵히 적셔주는 무자의 만남! 갑인의 폭발적인 추진력을 무자의 실속 있는 에너지가 갓벽하게 서포트하는 구조예요. 서로의 야망을 리스펙하며 함께 성장하는 '커리어 커플' 느낌 낭랑하죠. 무자가 갑인에게 안식처가 되어주는 이 텐션, 시너지 미쳤다!",서로의 열정을 응원하며 자극받는 성장형 바이브! 겉으로는 쿨해 보여도 속으로는 서로를 끔찍이 아끼는 츤데레 텐션이 폭발해요. 함께 미래를 그릴 때 케미가 가장 빛나는 편!,갑인의 직진 본능과 무자의 현실적인 면이 부딪힐 땐 '오히려 좋아' 마인드로 조율하기! 서로의 속도 차이를 존중해주면 억대 연봉 급 소울메이트로 진화 가능해요.,"팝업스토어 탐방, 테니스 데이트, 와인바",2026-03-07 07:56:02
甲寅(갑인),癸巳(계사),94,갓벽 상생 커플,파워 당당한 거목 갑인과 영리하고 유연한 계사가 만난 텐션 세계관! 갑인의 거침없는 에너지를 계사가 센스 있게 꽃피워주는 환상의 시너지예요. 서로가 서로의 운을 끌어올려 주는 '운명적 성장형' 궁합이라 같이 있을 때 운빨이 미쳤어요. 티키타카 잘 맞는 소울메이트 각 제대로 섰습니다!,화려한 핫플에서 폼 나게 즐기는 인싸 커플 바이브! 갑인의 리드에 계사가 힙한 감성을 한 방울 톡 떨어뜨린 듯한 세련된 연애를 즐기는 스타일이에요.,갑인의 직진 본능이 너무 강해지면 계사가 살짝 지칠 수 있어요. 가끔은 서로의 템포를 맞추는 '릴스 타임'을 가지며 여유를 공유한다면 찐사랑 롱런 확정!,"루프탑 와인바, 힙당동 카페 투어, 밤바다 드라이브",2026-03-07 07:56:53
甲寅(갑인),戊戌(무술),89,무적의 갓생팀,"하늘 높이 뻗은 거목(甲寅)과 광활하고 든든한 대지(戊戌)가 만난 대확장 세계관! 갑인의 폭발적인 추진력을 무술의 묵직한 포용력이 갓벽하게 받쳐주니 시너지가 미쳤어요. 서로가 서로에게 든든한 뿌리이자 무대가 되어주는 구조라, 함께할수록 인생 커리어가 수직 상승하는 찐사랑 소울메이트 각입니다.",누구보다 당당하고 쿨한 파워 연예인 바이브! 주변 시선 신경 안 쓰고 우리만의 목표를 향해 직진하는 모습이 힙해요. 같이 운동하거나 새로운 도전을 즐기는 역동적인 데이트가 주를 이룹니다.,둘 다 에너지가 워낙 강해서 가끔은 자존심 밀당이 생길 수 있어요. 그럴 땐 '오히려 좋아' 마인드로 한 번씩 져주는 센스만 발휘하면 텐션 유지 가능! 서로의 독립성을 리스펙해 주는 게 찐 포인트예요.,"러닝 크루 활동, 팝업스토어 정복, 호캉스",2026-03-07 07:57:32
甲寅(갑인),癸卯(계묘),95,무한 성장 커플,든든한 거목 갑인과 촉촉한 단비 계묘의 만남! 계묘가 댕댕미 넘치는 센스로 갑인의 에너지를 부드럽게 깨워주니 시너지가 미쳤어요. 서로가 서로의 텐션을 수직 상승시키는 소울메이트 각! 함께 있으면 아이디어가 샘솟고 세상 모든 운이 우리 편인 것 같은 무적의 세계관이 펼쳐집니다.,보기만 해도 배부른 청량한 하이틴 로맨스 바이브! 갑인의 리드에 계묘가 힙한 감성을 더해 어디서든 주목받는 인싸 커플의 정석을 보여줘요.,둘 다 에너지가 넘쳐서 가끔은 대화가 폭주할 수 있어요. 그럴 땐 넷플릭스 정주행하며 뇌 빼고 쉬어주는 '무념무상 타임'만 가지면 찐사랑 롱런 확정!,"한강 피크닉, 성수동 쇼룸 투어",2026-03-07 07:58:18
甲寅(갑인),戊申(무신),72,성장형 커플,"직진 본능 갑인과 힙한 재주꾼 무신이 만난 역동적인 텐션 세계관! 서로 에너지가 워낙 강해서 처음엔 불꽃 튀는 밀당 천재들 같지만, 알면 알수록 서로의 부족한 부분을 채워주는 시너지가 미쳤어요. 각자의 개성이 뚜렷해 같이 있으면 지루할 틈 없는 팝콘 같은 케미 폭발 궁합입니다.",각자 갓생 살다가 만나서 스트레스 확 푸는 액티브한 바이브! 테니스나 러닝처럼 같이 땀 흘리는 운동 데이트나 핫플 도장 깨기 할 때 텐션이 가장 높아요.,"둘 다 자기 주관이 뚜렷해서 가끔 고집부릴 때가 있지만, 그건 서로 열정적이라는 증거! '오히려 좋아' 마인드로 상대방의 솔직함을 리스펙해주면 찐사랑 소울메이트 등극 가능!","실내 클라이밍, 힙합 페스티벌, 익스트림 스포츠",2026-03-07 07:59:02
甲寅(갑인),癸丑(계축),88,든든한 갓생커플,거대한 나무(甲寅)와 비옥한 땅을 적시는 단비(癸丑)가 만난 시너지 미친 조합! 갑인의 파워풀한 리더십을 계축의 차분하고 섬세한 에너지가 촉촉하게 서포트해 주네요. 서로의 부족한 텐션을 채워주는 완벽한 상호보완적 세계관이라 함께 있으면 목표 달성 속도가 200% 상승하는 소울메이트 각입니다.,서로의 커리어를 응원하며 같이 성장하는 '갓생' 데이트 바이브! 한 명은 추진하고 한 명은 내실을 다지는 밸런스가 좋아서 주변에서 부러워하는 찐어른 커플 느낌이에요.,갑인의 직진 본능과 계축의 뚝심이 부딪힐 땐 잠시 '각자 시간' 갖기! 서로의 다름을 '나를 성장시키는 자극제'로 생각한다면 텐션 유지 쌉가능입니다.,"대형 북카페, 전시회 투어, 러닝 크루",2026-03-07 07:59:51
甲寅(갑인),戊午(무오),92,파워 불꽃 케미,거대한 나무 갑인과 뜨거운 태양을 품은 무오의 만남! 두 사람의 에너지가 합쳐지면 텐션 세계관 최강자 등극입니다. 갑인의 추진력을 무오의 열정이 화끈하게 밀어주는 구조라 함께할 때 시너지 미쳤다 소리 절로 나와요. 서로의 존재만으로도 삶의 도파민이 폭발하는 찐사랑 조합 그 자체!,"어딜 가나 주인공이 되는 핫피플 바이브! 화끈하고 솔직한 대화가 오가며, 정적인 데이트보다는 액티비티나 화려한 핫플 투어에서 케미가 더 폭발해요.",둘 다 에너지가 넘쳐서 가끔 불꽃 튀는 '자존심 배틀'이 일어날 수 있어요. 서로 '멋짐'을 인정해 주며 '우쭈쭈' 해주는 여유만 장착하면 무적의 커플 각!,"페스티벌 직관, 팝업스토어 오픈런, 야간 드라이브",2026-03-07 08:00:41
甲寅(갑인),癸亥(계해),98,운명적 갓벽커플,든든한 거목 갑인과 끝없는 바다 계해의 만남은 그야말로 시너지 미쳤다! 계해의 유연한 에너지가 갑인의 추진력에 날개를 달아주는 텐션 세계관이에요. 서로가 서로를 성장시키는 '육성형 찐사랑' 조합이라 같이 있기만 해도 행운 수치가 수직 상승하는 소울메이트 각입니다.,서로의 깊은 대화에 시간 가는 줄 모르는 딥토크 바이브! 겉으로는 쿨해 보여도 속으로는 서로를 끔찍이 아끼는 츤데레 텐션이 매력 포인트예요.,둘 다 에너지가 넘쳐서 가끔은 고집 배틀이 일어날 수도? 하지만 서로의 다름을 '유니크한 매력'으로 리스펙트해주면 세상에서 제일 든든한 내 편이 됩니다.,"심야 드라이브, 오션뷰 카페, 커플 스파",2026-03-07 08:01:33
乙卯(을묘),戊辰(무진),82,밀당 천재 커플,"싱그러운 꽃과 풀(乙卯)이 넓고 단단한 대지(戊辰)를 만난 격! 을묘의 통통 튀는 매력을 무진이 듬직하게 받아주는 텐션 세계관이에요. 서로 에너지가 워낙 뚜렷해서 가끔은 팽팽한 기싸움도 있지만, 그게 오히려 연애의 도파민을 터뜨리는 자극제가 되는 성장형 케미입니다.",누가 더 주도권을 잡나 은근히 재밌는 심리전 바이브! 겉으로는 쿨해 보여도 속으로는 서로를 리스펙트하는 츤데레 텐션이 돋보이는 힙한 연애 스타일이에요.,둘 다 자기 주관이 뚜렷해서 고집 피울 땐 한 명씩 번갈아 가며 져주기! '져주는 게 이기는 거'라는 마인드만 장착하면 찐사랑 시너지 미쳤다!,"루프탑 바, 테라리움 원데이 클래스, 식물원 산책",2026-03-07 08:02:23
乙卯(을묘),癸酉(계유),72,성장형 커플,싱그러운 꽃(乙卯)과 차갑고 날카로운 보석(癸酉)이 만난 긴장감 넘치는 텐션 세계관! 서로 에너지가 정반대라 오히려 첫눈에 강렬하게 끌릴 확률 200%예요. 계유의 예리함이 을묘의 자유분방함을 다듬어주며 서로의 부족한 점을 채워나가는 리얼 성장형 케미라고 볼 수 있습니다.,"서로의 다름을 탐구하는 '지적 호기심' 가득한 바이브! 가끔은 팽팽한 밀당이 오가지만, 그 과정에서 서로의 취향을 깊게 알아가는 힙한 연애 스타일이에요.",계유의 팩폭에 을묘가 상처받지 않도록 '칭찬 감옥'에 가두기! 서로의 선을 지켜주며 리스펙트하는 매너만 챙기면 시너지 미쳤다 소리 듣는 찐사랑 등극!,"LP바 데이트, 전시회 투어, 편집숍 쇼핑",2026-03-07 08:03:18
乙卯(을묘),戊寅(무인),85,상호성장 커플,싱그러운 꽃(乙卯)과 광활한 숲(戊寅)이 만난 자연주의 텐션 세계관! 을묘의 통통 튀는 매력이 무인의 듬직한 카리스마와 만나 시너지 미쳤다 소리 절로 나와요. 서로의 영역을 리스펙트하면서도 함께 있을 때 비로소 거대한 숲을 완성하는 모습이 마치 한 편의 릴스 감성 그 자체!,겉으로는 무심한 척 챙겨주는 츤데레 바이브! 한 명은 화려하고 한 명은 묵직해서 같이 걷기만 해도 연예인 커플 포스 뿜뿜하는 스타일이에요.,둘 다 자기 주관이 뚜렷해서 고집 부릴 땐 '오늘만 져주기' 챌린지 필수! 서로의 개성을 존중하는 쿨한 매너만 챙기면 찐사랑 소울메이트 각입니다.,"한강 피크닉, 식물원 카페, 테니스 데이트",2026-03-07 08:03:56
